id,keyword,matchType,replyTemplate,category,targetType,targetNamesJson,priority,enabled,createdAt,updatedAt,tenantId,syncVersion,deleted,remoteId
1388,"雨天泳池成本高选泡池",CONTAINS,"亲，近期雨天多、泳池使用少，维护成本高，暂不开放。
可选择热水泡池（价格低），可接受对应高成本，也可付费开放。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933910,1780193933910,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_175
1389,"确认泳池是否可循环",CONTAINS,"亲，我确认下泳池目前是否有水、水质是否干净可循环，晚点回复您哈","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933912,1780193933912,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_176
1390,"泡池使用方法",CONTAINS,"【泡池温馨提示】🥰
1. 水放到适宜高度，即可边泡边放水，无需等水放满；
2. 泡池放水期间，淋浴室无热水，二者需错峰使用。
3. 寒冷天气建议白天使用，低温会影响泡池水温，同时缩短泡浴时长，避免因空气与水温差大受凉哦🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933914,1780193933914,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_177
1391,"泳池无水仅泡池可选",CONTAINS,"如下项目默认不使用，无相关费用
【泡池】150元一池水（普通热水）
【泳池】该季节天气冷，泳池无水
如需使用，按需收费细看平台须知，使用请提前1天说明，否则来不及准备","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933919,1780193933919,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_180
1392,"泳池非一客一换",CONTAINS,"1、泳池自带水循环净化系统；自动净化、消毒、杀菌;不定期全池保洁换水，补水;水干净卫生;所有私家泳池均采用循环用水；
2、非一客一换，除非泡池或刚好入住那天，赶上换水；
若要全新换水,费用另算,夏天用水高峰期,换一次水4-10小时哦,可能影响使用的时长哦","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933899,1780193933899,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_170
1393,"潜水区",CONTAINS,"亲，儿童浅水区的水一客一换💧，无需泡池再开池放水哦~😊","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933908,1780193933908,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_174
1394,"担心水不干净",CONTAINS,"亲，泳池有循环净化系统。
平时每天检查水质、及时清洁。
换水时间不固定，看水质情况。
下雨后立刻清杂物，加强过滤消毒。
水质不达标就全换。
您来的时候，水肯定干净安全，放心用～","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933906,1780193933906,30c30b28-89d0-4db8-bed4-7666b065355e,178280425848,0,30c30b28-89d0-4db8-bed4-7666b065355e_173
1395,"房源亮点",CONTAINS,"设施保养较好，设备较新
1、卡拉OK是美国JBL品牌,音质较好；有隔音包厢，可24小时唱歌；
2、2.58米标准台球桌，电动麻+手搓备用（双麻将）
3、大面积别墅，大花园、2个大亭子+大遮阳伞无惧雨季暴晒；
4、厨房设备丰富；配有净水器；
5、恒温多功能热水泡池，SPA水疗 缓解疲劳
6、丰富的儿童玩具，“喷水城堡”可选
7、4张桌子32个椅子，人多适用
8、电动+手搓双麻将
9、炭烧烤桌比普通烧烤炉大，稳定方便
10、大型小型滑滑梯，覆盖各年龄段的小朋友","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933860,1780193933860,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_153
1396,"客人久不下单",CONTAINS,"亲，感觉您对咱们这个还挺感兴趣的，是不是还有什么顾虑没解决呀？","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933791,1780193933791,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_122
1397,"推荐私家花园泳池",CONTAINS,"亲，您看是否需要给您推荐，其它私家泳池花园的；独享的花园及泳池！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933853,1780193933853,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_148
1398,"选择“五星”",CONTAINS,"亲，评价时记得选“全五星”⭐⭐⭐⭐⭐，星星全点亮平台才认可为好评，非常感谢您的支持！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933809,1780193933809,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_129
1399,"K歌包厢(5-36)",CONTAINS,"1、平常可在1楼客厅唱歌，22点后移步3楼隔音K歌房（24小时欢唱自由）
2、隔音房含2张沙发床，铺开当房间🛏️、收起变包厢🛋️","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933872,1780193933872,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_159
1400,"疑问",CONTAINS,"亲，还有其他疑问或顾虑吗？我可以再为您解答哦🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933787,1780193933787,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_120
1401,"满意给五星好评",CONTAINS,"尊敬的客人，感谢的入住。如果您对此次住宿体验感到满意，恳请您帮忙给予“全五星好评”；非常感谢🌹🌹🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933820,1780193933820,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_133
1402,"开通小门",CONTAINS,"1.别墅由两栋大面积别墅组成，花园栅栏间设小门可开启互通","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933862,1780193933862,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_154
1403,"开票税点加入报销无需自付",CONTAINS,"此价不含开票，税点由客人承担（平台入住须知详细说明）；可开票时把税点加进去报销，您就不用自己付了。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933850,1780193933850,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_147
1404,"满意给好评返现",CONTAINS,"亲，如果您对房源和服务还算满意，麻烦您帮忙做个”全五星好评”🌟🌟🌟🌟🌟+20字以上的良好体验描述 ，

评好截图发我，我们会为您送上10元心意红包🧧，略表感谢～

祝您生活愉快，事事顺心！🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933815,1780193933815,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_131
1405,"满意请点亮全五星给予好评",CONTAINS,"亲爱的客人，如果您对这次入住感到满意，麻烦帮忙点亮“全五星好评“，您的肯定是我们最大的动力～❤️❤️❤️❤️❤️","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933811,1780193933811,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_130
1406,"收到评价后感谢",CONTAINS,"非常感谢您的好评，期待再次光临！🧡ྀི💛ྀི❤️ྀི","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933823,1780193933823,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_134
1407,"拍好评照片",CONTAINS,"亲，您参加好评的活动，记得多拍些娱乐照片（3张以上照片），如水上设备、游泳、泡池、唱歌、烧烤，娱乐的照片；评价会用到哦🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933827,1780193933827,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_136
1408,"花园互通",CONTAINS,"【特别说明】互通：即花园无栅栏隔开，可相互走动；住户一般在自己别墅所在区块范围内的花园娱乐；当隔壁栋无人的情况为独享；
从目前用户使用情况来看，互不影响；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933893,1780193933893,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_167
1409,"评价模板",CONTAINS,"亲，如果您比较忙没空写，我这边给您模板加上您拍的照片即可直接发布哦！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933806,1780193933806,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_127
1410,"5个税点",CONTAINS,"为让定价更实惠，当前价格不含发票，如需开票需额外支付5%税费哦。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933846,1780193933846,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_145
1411,"收费",CONTAINS,"亲，这个是另外收费的哦🌷","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933834,1780193933834,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_140
1412,"好评返现活动",CONTAINS,"🎉 好评返现活动来啦！💰

评价要求：
1、全五星才算好评，🌟🌟🌟🌟🌟
2、20 字以上良好体验描述 + 3 张实拍图  或  50字以上的良好体验描述 
3、重复负面消息不算
4、若写字有困难，可提供“模板”

评好截图发到群里，即可立即返现 10 元！🧧","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933830,1780193933830,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_138
1413,"充气城堡100元/次用4小时",CONTAINS,"充气城堡：100元/次，可使用4小时（电机限用4小时，超时会过热保护）。请于当天16点前确认使用时间，以免工作人员下班无法使用。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933841,1780193933841,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_143
1414,"夏天蚊多关窗点蚊香开灯关门窗",CONTAINS,"【温馨提醒】🦟别墅绿化较好，夏天蚊子较多；
1、休息前1小时关好门窗及空调点蚊香片灭蚊；休息时开着蚊香液即可！
2、免费提供蚊香（蚊香片、艾草蚊香、蚊香液）管够，不够可及时沟通；
3、开灯容易引来小动物，开灯时请关好门窗避免引来飞蛾、蟑螂等小动物，跑到床上影响休息哦！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933888,1780193933888,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_165
1415,"房源亮点",CONTAINS,"1、大花园别墅：两栋花园各 150 方左右，花园设小门互通；花园配大亭子 + 多个大遮阳伞，无惧雨季暴晒，多人聚餐超合适
2、设施丰富，适合多人聚会：配有 2.58 米标准台球桌；4 桌近 40 椅满足多人需求；2 台电动 + 2 副手搓麻将，搭配专用麻将椅，久坐不累
3、24 小时无限 K 歌：带隔音包厢，可全天 K 歌；JBL品牌音响，音质佳
4、家具家电较多近一年购买，设备较新；厨房设备丰富，带净水器，儿童玩具齐全，充气城堡可选
5、双恒温泡池（可选）：两个恒温冲浪水疗泡池，可做 SPA、瑶浴，排湿解乏、缓解疲劳","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933864,1780193933864,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_155
1416,"房源亮点",CONTAINS,"1、单独的浅水和深水区；大人小孩均好用
2、24年花园全新装修，儿童玩具丰富
3、多功能炭烤炉，一炉多烤，可焖烤；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933865,1780193933865,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_156
1417,"实际支付价格",CONTAINS,"亲，可以平台上选择不同的日期就会展示对应的实际支付价格哦；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933839,1780193933839,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_142
1418,"评价模板",CONTAINS,"亲，感谢入住！若您没空写评价，我们可以提供模板给您参考，您看是否需要？","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933808,1780193933808,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_128
1419,"看房",CONTAINS,"亲，下单之后就可以看房，看房如果不满意的话可以全额退款哦，对您来说没有任何损失；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933785,1780193933785,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_119
1420,"日期",CONTAINS,"确定好日期，平台上直接下单即可！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933789,1780193933789,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_121
1421,"阳光房便宜的原因",CONTAINS,"这个六房价格是最便宜的，之所以便宜，是因为它有两个房间比较特别，露台上拓展出来阳光房，使用上跟正常房间一样，里面分别都是一张1.5米床","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933842,1780193933842,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_144
1422,"好评领红包",CONTAINS,"亲，非常感谢入住～ 要是您对本次入住体验还满意，麻烦给个全五星好评（30字以上的良好体验描述，带图更好了；），截图发给群里，就能领取10元红包哦～ 期待您的好评，也欢迎下次再来呀！🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933828,1780193933828,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_137
1423,"K歌包厢(5-35)",CONTAINS,"1、1楼客厅唱歌到22：00，22点后如需唱歌，可参加活动免费升级包厢；移步3楼隔音K歌房（虽有隔音，夜深音量易显大，调整适宜音量不扰民，24小时欢唱自由）
2、隔音房含2张语音控制沙发床，铺开当房间🛏️、收起变包厢🛋️，灵活切换；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933873,1780193933873,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_160
1424,"炭烧烤",CONTAINS,"炭烧烤，免费提供烧烤炉，自备烧烤用的食物、调料、烧烤网、竹签、炭,整个鹭湖别墅酒店都一样的; 附近小卖部可以买也有送货上门的服务","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933882,1780193933882,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_163
1425,"未下单消息受限",CONTAINS,"温馨提示：没下单前，发联系相关消息会被屏蔽删除，下单后没有相关限制","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933886,1780193933886,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_164
1426,"开票做好评",CONTAINS,"价格不含开票，开票税点客人承担（详见平台入住须知）；或者我跟房东商量由他出税点，你给她个全五星好评，您看可以吗？","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933849,1780193933849,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_146
1427,"园区禁烟花",CONTAINS,"别墅内禁止燃放烟花（园区绿化茂密，燃放易引发火灾）；若有需求，可登上别墅楼顶观察烟花集中闪烁处，前往度假区公共燃放区域安全燃放","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933890,1780193933890,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_166
1428,"方便给好评",CONTAINS,"如果方便的话，帮忙给个全五星好评及良好体验描述，非常感谢哦🌹！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933825,1780193933825,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_135
1429,"语音控制沙发房间",CONTAINS,"房间里有两张💬语音控制📢的沙发床。
收起来就是沙发，围成一间包厢🎤；
铺开是床🛏️，直接当卧室用","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933870,1780193933870,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_158
1430,"有房",CONTAINS,"亲，平台上有显示价格，都是有房的哦！下单的时候记得选择入住日期，退房日期就可以下单了","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933801,1780193933801,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_125
1431,"人数",CONTAINS,"亲，预计住几人？小孩和大人分别？","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933798,1780193933798,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_124
1432,"减少到4房",CONTAINS,"亲，您如果不需要那么多房间的话，减少到四房，房费也会相应减少一些，这样更划算呢~","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933795,1780193933795,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_123
1433,"满意给好评",CONTAINS,"尊敬的客人，感谢入住。如果您对此次住宿体验感到满意，请[抱拳]您帮忙给予“全五星好评”；非常感谢[爱心]

祝您旅途愉快，万事顺遂，期待下次再为您服务！🌹🌹🌹","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933819,1780193933819,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_132
1434,"单独包厢",CONTAINS,"如果您这边人数不多，六房其中一间可以专门用作唱歌包厢，不做卧室使用，实际卧室的只有5个房间；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933867,1780193933867,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_157
1435,"连住中间不保洁",CONTAINS,"亲，连住价格更优惠；因为连住中间的客人无保洁需求，相关的成本就优惠到房费里面，价格更低哦；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933837,1780193933837,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_141
1436,"推荐房源",CONTAINS,"亲，您看是否需要给您推荐其他的房源？","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933856,1780193933856,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_150
1437,"3楼包厢房间分布",CONTAINS,"3楼有两个房间分别为包厢、套房：
订5房：仅开放3楼套房，若套房升级到包厢，床数量不变；包厢沙发床语音控制铺床；
订","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933875,1780193933875,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_161
1438,"好评活动评价要求",CONTAINS,"亲,您参加了好评活动,有空的时候,记得按要求进行评价；🌹

1、  全选择“五星”⭐⭐⭐⭐⭐，平台要求“全五星”才算好评哦

2、  20字以上的良好体验描述 ，字数不够,重复垃圾 负面信息不计入评价哦! 

3、  晒娱乐图3张以上 （唱歌、泳池、烧烤 、麻将、水上设备。。。。。）提交评价截图发群里❤️

感谢您对我们工作的支持！祝您旅途愉快🥰","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933833,1780193933833,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_139
1439,"房源亮点",CONTAINS,"1、大花园别墅；双炉烧烤桌，碳烤电烤可同时用
2、房子保养较新，娱乐设备丰富（3台投影仪）
3、24小时K歌包厢可供选择，儿童玩具丰富
4、用泡池还可免费加中药体验瑶浴（排湿、缓解疲劳）
5、双桌麻将（电动+手搓），专用麻将椅子，久坐不累
6、恒温冲浪水疗泡池，瑶浴","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933859,1780193933859,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_152
1440,"推荐泳池免费",CONTAINS,"您看是否需要给您推荐，其它包泳池的房源？","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933855,1780193933855,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_149
1441,"推荐泡池免费",CONTAINS,"还有其他别墅的泡池，可免费赠送一池热水，需要我为您推荐吗？","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933857,1780193933857,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_151
1442,"禁烤可文明烤",CONTAINS,"物业规定禁止明火烤，不够大家平时正常烧都可以，只要无烟、不扰民、不被投诉就没问题。
建议尽量用无烟环保烧烤，更稳妥。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933878,1780193933878,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_162
1443,"询问入住几号",CONTAINS,"亲，您几号入住？","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933804,1780193933804,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_126
1444,"花园互通",CONTAINS,"【特别说明】互通：即花园无栅栏隔开，可相互走动；住户一般在自己别墅所在区块范围内的花园娱乐；当隔壁栋无人的情况为独享；反之共用泳池；

从目前用户使用情况来看，互不影响；经常不同栋的别墅用户相互串门分享泳池呢！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933895,1780193933895,30c30b28-89d0-4db8-bed4-7666b065355e,178280427671,0,30c30b28-89d0-4db8-bed4-7666b065355e_168
1445,"5-35-5户型",CONTAINS,"5房8床可容纲16人,总面积:310m²
一楼:客厅(卡拉OK+电视)餐厅厨房花园(泳池+秋千+烧烤桌+休闲椅)卫生间; 
        房间1(2人):[1.5米床]
二楼(8-9人):
     套房2[1.5米床+1.5米床+卫浴]
     套房3[1.5米床+1.5米床+卫浴+浴缸+阳台]
三楼(4人):
      套房4[1.5米床+1.5米床+卫浴+阳台]
四楼(2人):
      房间5:[1.5米床]","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933733,1780193933733,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_97
1446,"停车",CONTAINS,"1、一栋别墅仅带一个专用停车位,只能报备一辆车入园區，超出1辆之外的可以免费停到保安停旁边(马路边不要堵路即可)

2、入住当天把要停入园區車輛的车牌号,发给房东报备方可顺畅进入园區","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933724,1780193933724,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_94
1447,"城堡功能",CONTAINS,"亲，喷水城堡带有滑滑梯、喷水、攀爬、蹦蹦床等功能","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933773,1780193933773,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_113
1448,"房东互推新客佣金规则",CONTAINS,"房东间推荐客佣金规则
1.佣金仅针对纯线下新客，按平台费标准计算；目前大家推荐的多是平台老客关联客户，不计佣。
2.若这类关联客户订单计佣，后续所有房东推荐的订单（包括直销、现付等低平台费订单），都会统一收取佣金并给到推荐人对应回报。
3.为帮大家实现利润最大化，同时让流程更透明，目前默认执行不计佣模式；若有房东想切换成佣金模式，随时沟通调整。

##两种模式案例说明
A：无佣金模式
张三推荐客人订李四的房，走直销渠道，李四省下平台费；同理，李四推荐客人订张三的房，张三也能享受同等优惠。
B：佣金模式
张三推荐客人订李四的房，李四需按平台费标准支付一笔介绍费给张三；反之，李四推荐客人订张三的房，张三也需支付同等金额的介绍费给李四。","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933751,1780193933751,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_104
1449,"吃饭",CONTAINS,"1、附近有很多农庄哦，距离大概1~3km不等，开车比较方便。
2、按纳希小镇商业街也有很多餐馆

如：园林美食城、湖滨酒店一楼、对川问茶（早茶）自行在餐饮软件找哦，很多餐厅；","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933749,1780193933749,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_103
1450,"充电桩",CONTAINS,"亲，汽车营地、会议中心那边好像有充电桩，你也可以自行搜索附近更多的充电桩","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933780,1780193933780,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_116
1451,"做饭",CONTAINS,"做饭常用厨具如:刀、砧板、碗筷、燃气灶、冰箱、炒锅、汤锅,热水壶;了解更细的餐具厨具,查看详情页面有具体介绍哦!
可以理解基本做饭工具都有哦!  如果不喜欢循环用餐具，可自带一次性餐具","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933696,1780193933696,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_86
1452,"景点",CONTAINS,"景点：白鹭湖生态保护区（免费）、盈香生态园(水上乐园),森林探索王国(水世界,晚上会有水上蹦迪最晚到22:00)、半山温泉、安纳希小镇（免费）、爱丽丝仙境花海、鹭湖汽车营地、越野车体验基地、国际路亚基地、鹭湖茶景园、绿野农场、悍雪小镇（滑雪）、银海高尔夫球场;--仅供参考,具体以实际为准!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933747,1780193933747,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_102
1453,"距离近",CONTAINS,"亲，距离很近，走路大概1~2分钟吧","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933767,1780193933767,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_110
1454,"实拍",CONTAINS,"亲，平台上所有照片、视频均为实拍，具体的可以看平台；平台怎么样实际就是怎么样哦！","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933776,1780193933776,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_114
1455,"开发票",CONTAINS,"可以开发票，但要额外收5个税点,请下单前跟我说明，平台要我这边给您开放可开票的功能 ，下单后才能开发票哦！如果您确定下单请先跟我讲一下,我操作好了您再下单哦","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933720,1780193933720,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_92
1456,"位置",CONTAINS,"平台要求要下单后平台才让查看哦!下单后平台后台有展示的,否则发信息受限的哦!","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933644,1780193933644,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_72
1457,"烧烤",CONTAINS,"有炭烤和电烤：
炭烤:炭烤桌中间有一个放炭的烤炉
电烤：烤涮一体锅，边火锅边烧烤的那种","通用问题",PROPERTY,"[""通用问题""]",0,1,1780193933726,1780193933726,30c30b28-89d0-4db8-bed4-7666b065355e,178280429518,0,30c30b28-89d0-4db8-bed4-7666b065355e_95
